,SSE,cluster centers
26,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
27,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
28,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
29,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
30,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
31,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
32,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
33,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
34,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
35,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
36,0.027019310370217896,"[[0.56011638 0.07075711]
 [0.49550879 0.78901873]
 [0.32553315 0.59390058]]"
37,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
38,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
39,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
40,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
41,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
42,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
43,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
44,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
45,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
46,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
47,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
48,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
49,0.026565260720745602,"[[0.45234175 0.81353614]
 [0.662254   0.        ]
 [0.32113759 0.48789867]]"
50,0.02628965785747616,"[[0.47531478 0.82208059]
 [0.60137429 0.01423674]
 [0.31914262 0.58716216]]"
51,0.02548192569965544,"[[0.48293031 0.80136321]
 [0.60476881 0.01090706]
 [0.30152971 0.49395328]]"
52,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
53,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
54,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
55,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
56,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
57,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
58,0.025050976475085997,"[[0.45823079 0.79764583]
 [0.59654261 0.00734432]
 [0.29033562 0.49497648]]"
59,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
60,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
61,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
62,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
63,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
64,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
65,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
66,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
67,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
68,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
69,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
70,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
71,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
72,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
73,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
74,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
75,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
76,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
77,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
78,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
79,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
80,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
81,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
82,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
83,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
84,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
85,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
86,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
87,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
88,0.02489819573075839,"[[0.45155125 0.79484218]
 [0.59592424 0.0095296 ]
 [0.28852177 0.49960258]]"
89,0.024803672332052544,"[[0.44703749 0.80154416]
 [0.58827931 0.01405266]
 [0.27533637 0.4974956 ]]"
90,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
91,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
92,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
93,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
94,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
95,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
96,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
97,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
98,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
99,0.02468409876023457,"[[0.4406281  0.79195672]
 [0.57369873 0.02627179]
 [0.28250567 0.49458867]]"
100,0.024434139806671046,"[[0.43101977 0.8100206 ]
 [0.56890177 0.03455204]
 [0.30471622 0.50991404]]"
101,0.024434139806671046,"[[0.43101977 0.8100206 ]
 [0.56890177 0.03455204]
 [0.30471622 0.50991404]]"
102,0.024434139806671046,"[[0.43101977 0.8100206 ]
 [0.56890177 0.03455204]
 [0.30471622 0.50991404]]"
103,0.024361113311581858,"[[0.43150096 0.7981011 ]
 [0.56866407 0.04379466]
 [0.29831926 0.50911108]]"
104,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
105,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
106,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
107,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
108,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
109,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
110,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
111,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
112,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
113,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
114,0.024257084647537782,"[[0.43345225 0.81347264]
 [0.58169979 0.03743338]
 [0.29516168 0.49001123]]"
115,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
116,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
117,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
118,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
119,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
120,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
121,0.02410837407165891,"[[0.43759391 0.81242497]
 [0.57887486 0.05722146]
 [0.28897939 0.49513361]]"
122,0.024056428445355323,"[[0.43771432 0.81100833]
 [0.58184519 0.0514039 ]
 [0.29211685 0.49946056]]"
123,0.024056428445355323,"[[0.43771432 0.81100833]
 [0.58184519 0.0514039 ]
 [0.29211685 0.49946056]]"
124,0.024056428445355323,"[[0.43771432 0.81100833]
 [0.58184519 0.0514039 ]
 [0.29211685 0.49946056]]"
125,0.024056428445355323,"[[0.43771432 0.81100833]
 [0.58184519 0.0514039 ]
 [0.29211685 0.49946056]]"
126,0.02393593965719589,"[[0.43931123 0.8114538 ]
 [0.58981837 0.05622205]
 [0.29182769 0.5028738 ]]"
127,0.02393593965719589,"[[0.43931123 0.8114538 ]
 [0.58981837 0.05622205]
 [0.29182769 0.5028738 ]]"
128,0.02393593965719589,"[[0.43931123 0.8114538 ]
 [0.58981837 0.05622205]
 [0.29182769 0.5028738 ]]"
129,0.02393593965719589,"[[0.43931123 0.8114538 ]
 [0.58981837 0.05622205]
 [0.29182769 0.5028738 ]]"
130,0.023916011754695682,"[[0.43599869 0.81324516]
 [0.59098988 0.05578901]
 [0.29281748 0.50253512]]"
131,0.023916011754695682,"[[0.43599869 0.81324516]
 [0.59098988 0.05578901]
 [0.29281748 0.50253512]]"
132,0.023916011754695682,"[[0.43599869 0.81324516]
 [0.59098988 0.05578901]
 [0.29281748 0.50253512]]"
133,0.023916011754695682,"[[0.43599869 0.81324516]
 [0.59098988 0.05578901]
 [0.29281748 0.50253512]]"
134,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
135,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
136,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
137,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
138,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
139,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
140,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
141,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
142,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
143,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
144,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
145,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
146,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
147,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
148,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
149,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
150,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
151,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
152,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
153,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
154,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
155,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
156,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
157,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
158,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
159,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
160,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
161,0.023877501673353927,"[[0.43200704 0.80920463]
 [0.61249634 0.0590024 ]
 [0.29629147 0.5007911 ]]"
162,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
163,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
164,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
165,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
166,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
167,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
168,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
169,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
170,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
171,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
172,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
173,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
174,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
175,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
176,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
177,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
178,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
179,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
180,0.023862638267949817,"[[0.4302335  0.80878542]
 [0.60655443 0.05881585]
 [0.2972891  0.50172142]]"
181,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
182,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
183,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
184,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
185,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
186,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
187,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
188,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
189,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
190,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
191,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
192,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
193,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
194,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
195,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
196,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
197,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
198,0.023858553964457154,"[[0.43265357 0.8093769 ]
 [0.60776247 0.05901387]
 [0.29627286 0.50109402]]"
199,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
200,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
201,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
202,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
203,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
204,0.023858127900322414,"[[0.43139115 0.80961561]
 [0.6073438  0.05885293]
 [0.29554601 0.50121236]]"
205,0.02385412709124541,"[[0.43440945 0.81038534]
 [0.60773792 0.05931544]
 [0.29524911 0.50143513]]"
206,0.02385412709124541,"[[0.43440945 0.81038534]
 [0.60773792 0.05931544]
 [0.29524911 0.50143513]]"
207,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
208,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
209,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
210,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
211,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
212,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
213,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
214,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
215,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
216,0.023853941560726323,"[[0.43401472 0.80962652]
 [0.60702272 0.06224377]
 [0.29525286 0.50228676]]"
217,0.023853236347420547,"[[0.43474478 0.80981901]
 [0.60704698 0.06074402]
 [0.29534909 0.50182989]]"
218,0.023853236347420547,"[[0.43474478 0.80981901]
 [0.60704698 0.06074402]
 [0.29534909 0.50182989]]"
219,0.023853236347420547,"[[0.43474478 0.80981901]
 [0.60704698 0.06074402]
 [0.29534909 0.50182989]]"
220,0.023853236347420547,"[[0.43474478 0.80981901]
 [0.60704698 0.06074402]
 [0.29534909 0.50182989]]"
221,0.023852080206874616,"[[0.43456246 0.81021827]
 [0.60652487 0.06155164]
 [0.29534481 0.50175409]]"
222,0.023851030547821263,"[[0.43535128 0.81102918]
 [0.60701454 0.05909712]
 [0.29455996 0.50235141]]"
223,0.023851030547821263,"[[0.43535128 0.81102918]
 [0.60701454 0.05909712]
 [0.29455996 0.50235141]]"
224,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
225,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
226,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
227,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
228,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
229,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
230,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
231,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
232,0.023850371730171554,"[[0.43553605 0.81119058]
 [0.60670743 0.05923247]
 [0.29450562 0.502389  ]]"
